Position_x,Position_y,value
0.8,0.475,-0.5
0.825,0.475,-0.5
0.85,0.475,-0.5
0.875,0.475,-0.5
0.9,0.475,-0.5
0.925,0.475,-0.5
0.95,0.475,-0.5
0.975,0.475,-0.5
1,0.475,-0.5
0,0.45,1.5
0.025,0.45,1.5
0.05,0.45,1.5
0.075,0.45,1.5
0.1,0.45,1.5
0.125,0.45,1.5
0.15,0.45,1.5
0.175,0.45,1.5
0.2,0.45,1.5
0.225,0.45,1.5
0.25,0.45,1.5
0.275,0.45,1.5
0.3,0.45,1.5
0.325,0.45,1.5
0.35,0.45,1.5
0.375,0.45,1.5
0.4,0.45,1.5
0.425,0.45,1.5
0.45,0.45,1.5
0.475,0.45,1.5
0.5,0.45,1.5
0.525,0.45,1.5
0.55,0.45,1.5
0.575,0.45,1.5
0.6,0.45,1.5
0.625,0.45,1.5
0.65,0.45,1.5
0.675,0.45,1.5
0.7,0.45,1
0.725,0.45,0.5
0.75,0.45,0
0.775,0.45,-0.5
0.8,0.45,-0.5
0.825,0.45,-0.5
0.85,0.45,-0.5
0.875,0.45,-0.5
0.9,0.45,-0.5
0.925,0.45,-0.5
0.95,0.45,-0.5
0.975,0.45,-0.5
1,0.45,-0.5
0,0.425,1.5
0.025,0.425,1.5
0.05,0.425,1.5
0.075,0.425,1.5
0.1,0.425,1.5
0.125,0.425,1.5
0.15,0.425,1.5
0.175,0.425,1.5
0.2,0.425,1.5
0.225,0.425,1.5
0.25,0.425,1.5
0.275,0.425,1.5
0.3,0.425,1.5
0.325,0.425,1.5
0.35,0.425,1.5
0.375,0.425,1.5
0.4,0.425,1.5
0.425,0.425,1.5
0.45,0.425,1.5
0.475,0.425,1.5
0.5,0.425,1.5
0.525,0.425,1.5
0.55,0.425,1.5
0.575,0.425,1.5
0.6,0.425,1.5
0.625,0.425,1.5
0.65,0.425,1.33333
0.675,0.425,1
0.7,0.425,0.666667
0.725,0.425,0.333333
0.75,0.425,0
0.775,0.425,-0.333333
0.8,0.425,-0.5
0.825,0.425,-0.5
0.85,0.425,-0.5
0.875,0.425,-0.5
0.9,0.425,-0.5
0.925,0.425,-0.5
0.95,0.425,-0.5
0.975,0.425,-0.5
1,0.425,-0.5
0,0.4,1.5
0.025,0.4,1.5
0.05,0.4,1.5
0.075,0.4,1.5
0.1,0.4,1.5
0.125,0.4,1.5
0.15,0.4,1.5
0.175,0.4,1.5
0.2,0.4,1.5
0.225,0.4,1.5
0.25,0.4,1.5
0.275,0.4,1.5
0.3,0.4,1.5
0.325,0.4,1.5
0.35,0.4,1.5
0.375,0.4,1.5
0.4,0.4,1.5
0.425,0.4,1.5
0.45,0.4,1.5
0.475,0.4,1.5
0.5,0.4,1.5
0.525,0.4,1.5
0.55,0.4,1.5
0.575,0.4,1.5
0.6,0.4,1.5
0.625,0.4,1.25
0.65,0.4,1
0.675,0.4,0.75
0.7,0.4,0.5
0.725,0.4,0.25
0.75,0.4,0
0.775,0.4,-0.25
0.8,0.4,-0.5
0.825,0.4,-0.5
0.85,0.4,-0.5
0.875,0.4,-0.5
0.9,0.4,-0.5
0.925,0.4,-0.5
0.95,0.4,-0.5
0.975,0.4,-0.5
1,0.4,-0.5
0,0.375,1.5
0.025,0.375,1.5
0.05,0.375,1.5
0.075,0.375,1.5
0.1,0.375,1.5
0.125,0.375,1.5
0.15,0.375,1.5
0.175,0.375,1.5
0.2,0.375,1.5
0.225,0.375,1.5
0.25,0.375,1.5
0.275,0.375,1.5
0.3,0.375,1.5
0.325,0.375,1.5
0.35,0.375,1.5
0.375,0.375,1.5
0.4,0.375,1.5
0.425,0.375,1.5
0.45,0.375,1.5
0.475,0.375,1.5
0.5,0.375,1.5
0.525,0.375,1.5
0.55,0.375,1.5
0.575,0.375,1.4
0.6,0.375,1.2
0.625,0.375,1
0.65,0.375,0.8
0.675,0.375,0.6
0.7,0.375,0.4
0.725,0.375,0.2
0.75,0.375,0
0.775,0.375,-0.2
0.8,0.375,-0.4
0.825,0.375,-0.5
0.85,0.375,-0.5
0.875,0.375,-0.5
0.9,0.375,-0.5
0.925,0.375,-0.5
0.95,0.375,-0.5
0.975,0.375,-0.5
1,0.375,-0.5
0,0.35,1.5
0.025,0.35,1.5
0.05,0.35,1.5
0.075,0.35,1.5
0.1,0.35,1.5
0.125,0.35,1.5
0.15,0.35,1.5
0.175,0.35,1.5
0.2,0.35,1.5
0.225,0.35,1.5
0.25,0.35,1.5
0.275,0.35,1.5
0.3,0.35,1.5
0.325,0.35,1.5
0.35,0.35,1.5
0.375,0.35,1.5
0.4,0.35,1.5
0.425,0.35,1.5
0.45,0.35,1.5
0.475,0.35,1.5
0.5,0.35,1.5
0.525,0.35,1.5
0.55,0.35,1.33333
0.575,0.35,1.16667
0.6,0.35,1
0.625,0.35,0.833333
0.65,0.35,0.666667
0.675,0.35,0.5
0.7,0.35,0.333333
0.725,0.35,0.166667
0.75,0.35,0
0.775,0.35,-0.166667
0.8,0.35,-0.333333
0.825,0.35,-0.5
0.85,0.35,-0.5
0.875,0.35,-0.5
0.9,0.35,-0.5
0.925,0.35,-0.5
0.95,0.35,-0.5
0.975,0.35,-0.5
1,0.35,-0.5
0,0.325,1.5
0.025,0.325,1.5
0.05,0.325,1.5
0.075,0.325,1.5
0.1,0.325,1.5
0.125,0.325,1.5
0.15,0.325,1.5
0.175,0.325,1.5
0.2,0.325,1.5
0.225,0.325,1.5
0.25,0.325,1.5
0.275,0.325,1.5
0.3,0.325,1.5
0.325,0.325,1.5
0.35,0.325,1.5
0.375,0.325,1.5
0.4,0.325,1.5
0.425,0.325,1.5
0.45,0.325,1.5
0.475,0.325,1.5
0.5,0.325,1.42857
0.525,0.325,1.28571
0.55,0.325,1.14286
0.575,0.325,1
0.6,0.325,0.857143
0.625,0.325,0.714286
0.65,0.325,0.571429
0.675,0.325,0.428571
0.7,0.325,0.285714
0.725,0.325,0.142857
0.75,0.325,0
0.775,0.325,-0.142857
0.8,0.325,-0.285714
0.825,0.325,-0.428571
0.85,0.325,-0.5
0.875,0.325,-0.5
0.9,0.325,-0.5
0.925,0.325,-0.5
0.95,0.325,-0.5
0.975,0.325,-0.5
1,0.325,-0.5
0,0.3,1.5
0.025,0.3,1.5
0.05,0.3,1.5
0.075,0.3,1.5
0.1,0.3,1.5
0.125,0.3,1.5
0.15,0.3,1.5
0.175,0.3,1.5
0.2,0.3,1.5
0.225,0.3,1.5
0.25,0.3,1.5
0.275,0.3,1.5
0.3,0.3,1.5
0.325,0.3,1.5
